permutacion_inicial,ruta_final
"[38, 23, 26, 32, 18, 36, 3, 24, 7, 35, 9, 11, 34, 22, 31, 17, 29, 12, 45, 1, 13, 2, 5, 27, 37, 28, 25, 6, 42, 16, 49, 47, 15, 40, 20, 41, 14, 10, 46, 43, 19, 39, 33, 8, 48, 44, 21, 50, 30, 4]","[[38, 32, 23, 26, 18], [24, 7, 22, 31, 3, 35, 36, 34, 9, 11], [12, 13, 17, 45, 5, 29, 2, 27, 1], [25, 6, 28, 16, 49, 47, 40, 42, 15, 37], [20, 10, 41, 14, 46], [48, 43, 8, 21, 50, 30, 39, 33, 44, 4, 19]]"
"[38, 12, 21, 44, 43, 23, 22, 29, 1, 33, 3, 48, 34, 35, 13, 28, 5, 25, 11, 46, 10, 32, 8, 18, 9, 27, 15, 31, 41, 50, 16, 4, 2, 47, 17, 19, 39, 49, 40, 30, 45, 24, 36, 14, 37, 6, 26, 42, 7, 20]","[[38, 21, 44, 12], [33, 34, 29, 35, 3, 1, 22, 48, 43, 23], [28, 5, 13, 25], [46, 18, 9, 10, 11, 32, 8, 27], [41, 4, 15, 50, 16, 31, 2], [47, 17, 45, 19, 40, 14, 24, 36, 30, 39, 49, 37], [42, 6, 26, 7, 20]]"
"[50, 14, 33, 11, 30, 31, 36, 1, 10, 29, 46, 35, 12, 9, 15, 41, 20, 17, 47, 3, 23, 8, 34, 5, 38, 43, 24, 28, 32, 16, 45, 2, 27, 4, 48, 13, 18, 37, 39, 40, 19, 49, 42, 7, 26, 44, 25, 6, 21, 22]","[[11, 33, 10, 30, 50, 29, 36, 31, 1, 46, 14], [35, 20, 9, 15, 41, 17, 12, 47], [23, 8, 3, 34, 5, 38], [43, 24, 28, 32, 2, 16, 45, 27], [39, 49, 37, 42, 40, 19, 13, 18, 4, 48], [44, 25, 6, 7, 26, 21, 22]]"
"[28, 29, 11, 19, 48, 24, 4, 27, 35, 40, 36, 39, 12, 8, 47, 5, 34, 2, 45, 21, 22, 38, 46, 20, 31, 43, 41, 25, 23, 30, 7, 26, 49, 17, 44, 15, 16, 18, 50, 37, 6, 33, 1, 14, 32, 3, 42, 13, 10, 9]","[[27, 29, 35, 28, 11, 48, 24, 40, 19, 4], [12, 8, 36, 39], [47, 5, 45, 38, 21, 34, 2, 22, 46], [20, 31, 43, 23, 41, 25], [17, 44, 15, 30, 49, 16, 7, 26], [50, 37, 18, 6], [33, 10, 9, 3, 1, 32, 42, 13, 14]]"
"[5, 49, 42, 35, 12, 4, 29, 32, 3, 38, 27, 25, 8, 20, 46, 39, 33, 43, 10, 31, 2, 47, 9, 26, 16, 34, 36, 45, 19, 17, 21, 7, 23, 22, 13, 15, 30, 24, 44, 37, 1, 18, 14, 41, 40, 6, 28, 48, 11, 50]","[[12, 4, 42, 5, 49, 32, 3, 35, 29, 38], [27, 20, 39, 33, 25, 43, 8, 46], [31, 2, 10, 47], [16, 36, 21, 34, 9, 45, 19, 17, 7, 23, 26, 22], [13, 24, 44, 37, 15, 30, 1], [18, 41, 40, 14, 6, 28, 48], [11, 50]]"
"[27, 38, 50, 44, 3, 15, 13, 49, 32, 11, 16, 30, 25, 37, 18, 46, 40, 17, 42, 28, 48, 6, 35, 41, 33, 4, 2, 39, 31, 43, 8, 1, 45, 23, 19, 24, 7, 20, 5, 22, 47, 10, 34, 12, 9, 14, 29, 36, 26, 21]","[[27, 38, 50, 44], [11, 32, 3, 16, 49, 30, 15, 13], [25, 37, 17, 42, 40, 18, 46], [28, 35, 48, 6, 4, 41, 33], [43, 8, 31, 1, 2, 39, 45], [19, 24, 23, 7, 22, 20, 5], [47, 12, 10, 9, 34, 21, 29, 36, 26, 14]]"
"[17, 10, 12, 30, 2, 21, 20, 9, 14, 43, 46, 37, 27, 1, 44, 33, 41, 7, 28, 13, 24, 4, 25, 49, 39, 50, 16, 45, 40, 29, 15, 18, 32, 6, 48, 5, 22, 8, 34, 31, 19, 26, 11, 38, 3, 42, 23, 47, 36, 35]","[[12, 17, 10, 30, 21, 20, 2, 9], [46, 37, 14, 43], [27, 7, 28, 1, 41, 44, 33], [4, 13, 24, 25], [16, 29, 50, 49, 39, 15, 45, 40, 18], [5, 34, 32, 22, 8, 31, 6, 48], [23, 26, 3, 36, 35, 11, 38, 19, 42, 47]]"
"[16, 50, 33, 8, 43, 37, 15, 6, 25, 41, 39, 49, 28, 40, 20, 29, 48, 26, 7, 22, 21, 30, 9, 36, 1, 38, 27, 2, 45, 10, 18, 13, 31, 46, 34, 14, 5, 35, 19, 3, 4, 32, 24, 23, 47, 17, 42, 44, 11, 12]","[[8, 43, 16, 50, 15, 33, 37], [6, 25, 41, 39, 49, 28], [40, 7, 48, 26, 22, 1, 20, 36, 29, 21, 30, 9, 38], [18, 13, 45, 10, 2, 31, 27], [5, 34, 35, 3, 46, 19, 14], [47, 17, 42, 44, 4, 24, 23, 32, 11, 12]]"
"[16, 25, 28, 22, 18, 44, 15, 10, 33, 23, 31, 40, 24, 1, 26, 42, 19, 35, 50, 27, 11, 34, 21, 47, 12, 37, 36, 4, 30, 39, 29, 43, 45, 2, 32, 3, 41, 17, 48, 13, 6, 20, 9, 5, 14, 46, 38, 8, 7, 49]","[[16, 28, 22, 25, 18, 44, 15, 10, 33], [40, 24, 23, 26, 31, 1], [27, 11, 35, 21, 50, 34, 42, 19], [47, 12, 37, 36], [4, 41, 17, 45, 30, 39, 29, 2, 3, 32, 43], [48, 20, 9, 5, 6, 14, 13], [46, 38, 49, 8, 7]]"
"[21, 10, 20, 23, 17, 4, 44, 40, 2, 5, 41, 7, 8, 16, 34, 14, 12, 30, 37, 15, 24, 45, 38, 36, 32, 29, 27, 46, 43, 11, 19, 33, 47, 35, 6, 13, 18, 49, 48, 42, 50, 39, 26, 22, 25, 28, 1, 9, 31, 3]","[[2, 21, 20, 23, 4, 17, 40, 44, 10, 5], [41, 7, 8, 16, 34], [24, 14, 37, 15, 30, 12], [46, 32, 27, 43, 19, 33, 45, 38, 29, 36, 11, 47], [35, 49, 48, 6, 13, 18], [42, 39, 9, 50, 22, 1, 28, 3, 31, 26, 25]]"
